Set	Nr	Normalized?	NSE	KGE	RMSE	mean_Yo	mean_Yp	sd_Yo	sd_Yp	r	N	Bias	KGE*	SetGroup	BasinId	elev_mean	slope_mean	area_gages2	runoff_ratio	baseflow_index	stream_elas
7	2	0	0.70446	0.852	0.93137	0.871156	0.854909	1.713291	1.730585	0.853801	12459	-1.9	0.853	7	5362000	434.01	5.6153	1477.29	0.35044044	0.417671461	1.255496505
7	3	0	0.70748	0.83	1.159011	1.057646	1.005071	2.143024	2.023688	0.847076	12381	-5	0.835	7	5393500	487.07	7.18561	220.44	0.412614012	0.409538698	1.739019932
7	4	0	0.007892	-0.651	20.204336	0.332108	0.674645	20.28536	1.764389	0.090494	12298	0	-0.289	7	5399500	408.61	4.56736	576.3	0.301201873	0.262646721	2.666205707
7	5	0	0.476605	0.563	0.540452	0.70775	0.701274	0.747067	0.516345	0.690421	12276	-0.9	0.563	7	5408000	348.35	18.52763	689.33	0.270848865	0.767909885	0.385611881
7	6	0	0.689066	0.776	0.661899	0.792102	0.698393	1.187066	1.072588	0.836535	12493	-11.8	0.794	7	5412500	327.65	8.01917	3858.21	0.310019827	0.602930572	2.061482108
7	7	0	0.477742	0.664	0.569845	0.692346	0.633487	0.788554	0.672515	0.709776	12326	-8.5	0.666	7	5413500	280.29	14.29374	695.33	0.259326968	0.77314045	0.826760052
7	8	0	0.451524	0.589	0.7043	0.742448	0.716646	0.951035	0.712072	0.676383	12362	-3.5	0.589	7	5414000	291.51	11.74505	370.79	0.269881683	0.746325938	1.707348444
7	9	0	0.440871	0.626	0.930206	0.797611	0.77018	1.244058	1.012283	0.678053	12390	-3.4	0.627	7	5444000	241.53	6.34198	376.35	0.294420237	0.669731143	1.873745596
7	10	0	0.47985	0.515	1.663767	0.784951	0.654833	2.306991	1.52242	0.695938	12382	-16.6	0.54	7	5454000	225.39	4.6154	65.38	0.279561234	0.448066968	2.538912555
7	11	0	0.657749	0.652	0.913097	0.71225	0.557142	1.560853	1.246388	0.817299	12405	-21.8	0.71	7	5458000	355.97	4.61454	776.76	0.285423938	0.495878329	1.465314867
7	12	0	0.687877	0.734	0.785247	0.812349	0.698204	1.405597	1.190023	0.833454	12471	-14.1	0.759	7	5466500	222.09	4.95695	1151.57	0.301241532	0.523850888	2.058313294
7	13	0	0.639713	0.699	1.534678	0.746367	0.619583	2.55688	2.170399	0.802685	12348	-17	0.747	7	5487980	309.96	6.21127	882.73	0.263159731	0.247967527	1.949695857
7	14	0	0.554528	0.716	1.820537	0.731318	0.731419	2.727785	2.350004	0.75259	10550	0	0.716	7	5488200	282.37	6.56634	234.21	0.273374032	0.250112209	2.030606705
7	15	0	0.655145	0.758	1.662451	0.738548	0.701813	2.831054	2.425594	0.810818	12397	-5	0.762	7	5489000	281.38	6.43914	964.76	0.255885681	0.260210743	2.463917971
7	16	0	0.729594	0.723	1.381064	0.871394	0.725165	2.655971	2.214096	0.856234	11974	-16.8	0.773	7	5495000	236.65	5.82876	1027.55	0.272043599	0.242143395	2.721984431
7	17	0	0.734193	0.714	1.519856	0.784585	0.787907	2.948064	2.204418	0.864811	12454	0.4	0.714	7	5495500	203.55	4.21758	905.56	0.268667846	0.197626884	3.068134526
7	18	0	0.700174	0.705	1.685551	0.838925	0.805356	3.078398	2.321527	0.84137	12403	-4	0.707	7	5501000	215.88	5.30531	922.83	0.265751954	0.233712855	1.9237246
7	19	0	0.698267	0.763	1.867467	0.813589	0.864039	3.399854	2.85904	0.835772	11828	6.2	0.771	7	5503800	232.79	3.69705	212.64	0.259940088	0.117701335	2.347612826
7	20	0	0.720347	0.718	1.939217	0.817499	0.670443	3.667213	3.090436	0.849708	11105	-18	0.779	7	5507600	232.77	1.80947	275.38	0.242511381	0.103657836	2.825227593
7	21	0	0.62882	0.65	1.88432	0.7492	0.775595	3.093	2.218458	0.79703	12359	3.5	0.652	7	5508805	223.69	4.6271	536.4	0.239322401	0.203593466	2.127367578
7	22	0	0.780081	0.809	1.367247	0.798737	0.74171	2.915638	2.527968	0.883594	12412	-7.1	0.822	7	5514500	226.22	7.41926	2407.41	0.259398869	0.206736386	2.817188535
7	23	0	0.747664	0.759	0.915168	0.920807	0.806724	1.821917	1.534157	0.867308	12410	-12.4	0.784	7	5525500	217.33	2.73734	1158.76	0.343117048	0.382011076	1.938880106
7	24	0	0.612743	0.655	1.090502	0.810205	0.739891	1.752443	1.306134	0.7848	12472	-8.7	0.664	7	5556500	217.97	6.17927	505.09	0.307646781	0.481960928	2.743083696
7	25	0	0.705269	0.661	1.093095	0.774156	0.625948	2.013552	1.542183	0.846906	12422	-19.1	0.711	7	5584500	197.83	3.91674	1695.67	0.266061857	0.374412872	2.71698622
7	26	0	0.783401	0.703	0.762371	0.765128	0.604026	1.638158	1.342457	0.893627	12298	-21.1	0.769	7	5585000	197.96	4.56575	3354.61	0.254980582	0.369834602	2.842760077
7	27	0	0.624555	0.589	1.483534	0.952343	0.835461	2.421264	1.597884	0.804927	12134	-12.3	0.605	7	5591550	211.21	3.71276	96.21	0.307702224	0.356127624	2.28144857
7	28	0	0.552244	0.534	1.887918	0.904899	0.633956	2.821504	2.105151	0.749317	11831	-29.9	0.631	7	5592050	191.16	3.71375	254.12	0.27774587	0.308205536	2.921469125
7	29	0	0.688845	0.794	2.088707	0.971915	0.987306	3.744671	3.306569	0.831569	8773	1.6	0.795	7	5592575	176.47	1.56531	115.25	0.290149758	0.178759247	1.854911646
7	30	0	0.811917	0.796	1.618546	0.94522	0.845168	3.732225	3.189509	0.902749	12288	-10.6	0.823	7	5593575	153.43	3.13593	217.67	0.295245128	0.134469357	2.159504155
7	31	0	0.698115	0.766	1.750507	0.842384	0.810769	3.186111	2.666969	0.835593	12298	-3.8	0.768	7	5593900	196.82	3.03005	145.45	0.289131489	0.18527427	3.663356956
7	32	0	0.782932	0.753	2.175172	1.112319	0.944475	4.668899	3.922172	0.886796	11306	-15.1	0.801	7	5595730	151.58	3.36518	236.76	0.281481548	0.141607181	1.896898938
7	33	0	0.81557	0.859	0.740731	0.895939	0.902651	1.724891	1.548972	0.903112	12494	0.7	0.859	7	7014500	330.14	11.88533	3845.5	0.261162255	0.533759472	2.818550071
8	1	0	0.767802	0.774	1.772376	1.159368	1.35617	3.678277	3.361582	0.878585	12271	17	0.842	8	7290650	105.8	7.48765	1688.73	0.291429661	0.307445601	1.950952858
8	2	0	0.654275	0.719	2.721891	1.347831	1.398621	4.629382	3.693593	0.809024	12420	3.8	0.722	8	7291000	129.13	7.60783	479.3	0.307534556	0.375506809	1.689006455
8	3	0	0.709253	0.751	1.800025	1.341615	1.466569	3.3384	2.772819	0.843096	12498	9.3	0.766	8	7292500	115.81	7.03828	2073.09	0.311732716	0.449695543	2.912389498
8	4	0	0.555107	0.648	3.403608	1.485101	1.749312	5.10304	4.214004	0.750624	12419	17.8	0.691	8	7295000	95.88	6.82945	466.58	0.358672862	0.330516022	2.05207657
8	5	0	0.568544	0.66	3.25674	1.81345	1.528025	4.958365	4.065633	0.758691	9195	-15.7	0.693	8	7359610	301.25	26.3835	342.23	0.444162788	0.416949592	1.592021615
8	6	0	0.693895	0.805	1.650672	1.08278	0.987394	2.983622	2.789097	0.839093	11747	-8.8	0.823	8	7362100	82.82	5.30737	996.08	0.279171652	0.334656679	3.002742995
8	7	0	0.614374	0.718	3.961908	1.725995	1.708706	6.380359	5.218584	0.784535	8998	-1	0.718	8	7362587	287.49	26.09551	69.77	0.406027298	0.251293587	1.693740997
8	8	0	0.659979	0.768	2.427192	1.30883	1.439263	4.162668	4.831576	0.865073	10621	10	0.788	8	7373000	63.49	4.91804	131.18	0.275908823	0.466626331	1.564380759
8	9	0	0.679871	0.739	2.301288	1.517109	1.418154	4.067486	3.323912	0.824938	12301	-6.5	0.746	8	7375000	54.03	3.81251	249.35	0.334580047	0.465968437	2.151828779
8	10	0	0.814503	0.852	1.232887	1.389816	1.526563	2.862675	2.706009	0.904673	12414	9.8	0.88	8	7376000	64.48	3.57506	651.61	0.316407082	0.464992253	2.723804318
8	11	0	0.778676	0.855	1.701723	1.474517	1.592688	3.617365	3.470181	0.886064	12218	8	0.875	8	8013000	75.95	4.567	1293.69	0.341541508	0.349477438	2.239138222
8	12	0	0.817357	0.828	1.285004	1.382736	1.578374	3.00691	2.901276	0.908187	12495	14.1	0.882	8	8014500	57.95	3.28615	1305.15	0.318200179	0.492428349	2.118819325
9	1	0	-1.080268	0.138	0.639623	0.184794	0.144142	0.44349	0.74712	0.52419	11087	-22	0.161	9	5056000	493.5	4.38699	4862.02	0.045067524	0.452930853	2.186267237
9	2	0	0.332387	0.5	0.322523	0.193162	0.122089	0.394745	0.373158	0.665613	11720	-36.8	0.616	9	5057000	480.87	4.08896	7582.46	0.053862936	0.503921098	2.219447454
9	3	0	0.167592	-0.074	0.710983	0.327869	0.087926	0.779374	0.278937	0.54553	3952	-73.2	0.155	9	5057200	447.5	2.33897	1897.33	0.043455555	0.393806329	3.011541873
9	4	0	0.355483	0.37	0.392285	0.269076	0.233208	0.488656	0.257758	0.60581	11920	-13.3	0.38	9	5062500	428.27	5.82564	2407.05	0.17831043	0.579243457	2.115157186
9	5	0	0.467927	0.532	0.608948	0.278486	0.242394	0.834861	0.566682	0.685449	11292	-13	0.548	9	5087500	306.72	1.8495	600.82	0.203683107	0.302749967	2.370858923
9	6	0	-11.844677	-1.935	1.242969	0.144946	0.146781	0.346841	1.343913	0.408914	6943	1.3	-1.935	9	5120500	515.77	5.85036	1509.83	0.030802678	0.465859351	3.953146529
9	7	0	-0.400223	0.302	0.440101	0.177467	0.122926	0.371954	0.558669	0.624918	6121	-30.7	0.356	9	5123400	492.06	4.58163	3206.1	0.039753249	0.435889328	5.463437532
9	8	0	0.712352	0.817	0.342877	0.646041	0.671362	0.63933	0.58008	0.847083	12496	3.9	0.817	9	5129115	428.21	6.94996	2357.59	0.32329093	0.703045276	2.196741202
9	9	0	0.657207	0.702	0.554659	0.59723	0.607144	0.947389	0.729387	0.811835	12476	1.7	0.703	9	5131500	413.17	5.75333	4383.51	0.289184964	0.515257274	1.134471909
10	1	0	0.565557	0.672	0.381455	1.072899	1.239017	0.578757	0.45484	0.805183	11345	15.5	0.592	10	6037500	2412.29	37.64619	1126.25	0.461855984	0.881090706	0.806472317
10	2	0	0.696038	0.813	0.600817	0.846552	0.939044	1.089809	1.157967	0.862195	12332	10.9	0.826	10	6043500	2374.11	116.56357	2120.42	0.427139401	0.678757764	0.975859939
10	3	0	-0.009455	-0.733	97.472375	-9.238668	0.256017	97.019852	0.25838	0.024535	9668	1	-0.398	10	6154410	1168.62	49.82483	33.41	0.201156241	0.644280484	1.612836778
10	4	0	0.852055	0.915	0.979372	1.339946	1.35698	2.546357	2.457936	0.924014	9959	1.3	0.916	10	6188000	2569.59	104.83955	1730.28	0.599378817	0.522506683	1.313038439
10	5	0	0.917105	0.869	0.406099	1.130788	1.080702	1.410542	1.245368	0.961535	12472	-4.4	0.872	10	6191500	2547.95	94.05817	6783.59	0.52897905	0.673643662	1.261209687
10	6	0	0.791111	0.789	0.919448	1.480137	1.358006	2.011839	1.686522	0.893203	9150	-8.3	0.797	10	6221400	3336.8	127.16435	227.88	0.943420046	0.63398664	0.513287152
10	7	0	0.783407	0.817	0.987479	1.412744	1.311722	2.121891	1.857393	0.886452	12158	-7.2	0.825	10	6224000	3116.82	105.14637	484.86	0.910372628	0.604439999	0.886554642
10	8	0	0.566424	0.671	2.07029	1.333752	1.448042	3.144251	2.507259	0.754699	11785	8.6	0.68	10	6278300	2953.37	86.72682	58.85	0.651511676	0.427050365	1.553830923
10	9	0	0.760783	0.856	0.944804	1.283322	1.264642	1.931806	1.79785	0.874113	12381	-1.5	0.856	10	6280300	3003.52	141.18886	793.95	0.604356061	0.609808055	1.37518951
10	10	0	0.795617	0.733	0.405906	0.742764	0.66502	0.897886	0.6945	0.905896	12126	-10.5	0.74	10	6289000	2507.99	86.42554	471.27	0.417088733	0.703615168	1.379313155
10	11	0	-0.005241	-0.761	80.486543	-5.869617	0.689031	80.282225	1.026242	0.062464	6933	0.7	-0.364	10	6291500	2238.49	100.83533	217.96	0.314380358	0.63413808	0.525625923
10	12	0	0.687804	0.72	0.701165	0.655842	0.650757	1.254949	0.974302	0.831157	11041	-0.8	0.72	10	6311000	2515.87	41.0532	61.23	0.418661162	0.518766322	1.507730153
10	13	0	0.041236	-0.294	0.483136	0.118184	0.022985	0.49346	0.141534	0.280188	5580	-80.6	-0.031	10	6332515	683.69	21.51406	191.49	0.034008438	0.129601662	1.502378677
10	14	0	0.006981	0.336	0.513163	0.113608	0.109626	0.515	0.389665	0.382969	7089	-3.5	0.337	10	6339100	759.27	10.76088	529.14	0.044653583	0.163825023	2.62417954
10	15	0	-0.178332	0.43	0.313369	0.069657	0.078911	0.288698	0.307369	0.449069	9929	13.3	0.444	10	6339500	711.32	10.60067	3171.46	0.035637362	0.249937606	2.567850069
10	16	0	-0.059848	0.281	0.548753	0.095345	0.119964	0.533061	0.4239	0.361321	10036	25.8	0.328	10	6344600	796.57	7.89802	402.5	0.045441516	0.163255334	2.42996969
10	17	0	0.125011	0.531	0.395361	0.077732	0.076629	0.422684	0.396308	0.535468	9389	-1.4	0.531	10	6350000	833.77	7.61453	1501.05	0.041562904	0.252460652	1.861888413
10	18	0	0.220985	0.304	0.352674	0.074618	0.05323	0.399597	0.24857	0.490955	10116	-28.7	0.364	10	6352000	840.97	7.25043	1441.83	0.047610057	0.236326012	1.940234969
10	19	0	-2.103017	-0.096	0.517039	0.069027	0.083811	0.293532	0.550976	0.379015	9081	21.4	-0.076	10	6353000	767.71	9.54494	4526.51	0.037511718	0.268675664	2.720722846
10	20	0	-0.84785	0.178	0.407588	0.076357	0.103904	0.299855	0.463191	0.500656	9583	36.1	0.255	10	6354000	743.88	9.74186	10598.19	0.043758763	0.304447951	2.27063246
10	21	0	0.427928	0.582	0.243947	0.087996	0.081561	0.322547	0.246861	0.662498	9342	-7.3	0.588	10	6360500	802.48	10.51138	12654.96	0.051152243	0.287935161	4.107077198
10	22	0	0.645941	0.813	0.283663	0.164703	0.158862	0.476746	0.462988	0.818216	10296	-3.5	0.816	10	6404000	1506.1	44.57631	151.83	0.104388382	0.488509225	4.076701752
10	23	0	0.590377	0.77	0.148211	0.105163	0.103039	0.231585	0.215288	0.782393	10178	-2	0.771	10	6406000	1337.4	35.11128	436.34	0.081124996	0.700473125	3.083833941
10	24	0	0.586146	0.565	0.139966	0.694656	0.698568	0.21758	0.135766	0.781932	10869	0.6	0.565	10	6408700	2018.14	35.35106	20.8	0.345526943	0.977555474	1.086196104
10	25	0	-0.794023	0.163	0.146673	0.176985	0.22401	0.109511	0.189492	0.689018	10828	26.6	0.098	10	6409000	1960.28	31.3792	205.33	0.104855467	0.866767567	1.324290169
10	26	0	0.586533	0.699	0.197729	0.384284	0.356607	0.307515	0.251041	0.772378	11942	-7.2	0.694	10	6431500	1889.64	36.22756	427.1	0.191604782	0.880856932	1.219152413
10	27	0	0.421824	0.522	0.533875	0.183237	0.129077	0.702217	0.575145	0.670664	3520	-29.6	0.616	10	6440200	756.84	9.79001	649.19	0.054938658	0.098129712	3.039039284
10	28	0	-0.000544	-0.827	26.751302	-0.621749	0.112291	26.745947	0.348616	0.014549	6974	0.1	-0.395	10	6441500	683.42	12.47192	8152.55	0.045998496	0.260107644	1.967872172
10	29	0	0.51767	0.715	0.098968	0.056066	0.058105	0.14251	0.127778	0.737105	11116	3.6	0.717	10	6447000	1057.12	14.40932	12849.71	0.036771075	0.329689842	1.973240654
10	30	0	-0.241798	0.418	0.140264	0.091961	0.07143	0.125878	0.14561	0.485359	7500	-22.3	0.438	10	6447500	1040.9	6.49678	826.61	0.050155546	0.666651653	1.16837964
10	31	0	-3.532934	-0.634	0.274035	0.109477	0.108281	0.128718	0.33302	0.610852	10021	-1.1	-0.634	10	6450500	912.42	10.41664	4111.27	0.066945172	0.715382782	1.457847918
10	32	0	0.000143	-2.832	9.72805	-0.020481	0.052613	9.729209	0.131044	0.014153	10548	0	-0.395	10	6452000	923.24	12.73758	25791.04	0.047585468	0.429282705	2.869282442
10	33	0	0.494273	0.659	0.223793	0.121703	0.131559	0.314707	0.262019	0.713712	12214	8.1	0.667	10	6453600	569.46	12.77542	2101.42	0.068526952	0.495838897	3.39803935
10	34	0	0.45878	0.57	0.086937	0.084118	0.069769	0.118178	0.089113	0.691012	11658	-17.1	0.587	10	6464500	768.53	9.07924	2914.04	0.054642848	0.63029096	1.908287211
10	35	0	0.254887	-0.005	0.821858	0.301995	0.083007	0.952167	0.433748	0.565599	7898	-72.5	0.266	10	6468170	516.41	4.68375	2809.1	0.058583108	0.341759949	2.462768765
10	36	0	0.64585	0.537	0.555482	0.29591	0.193605	0.933479	0.705615	0.813102	7777	-34.6	0.674	10	6468250	508.66	4.53343	3242.61	0.058027873	0.372291367	2.794337778
10	37	0	0.279432	-0.022	0.946886	0.31713	0.098169	1.115544	0.379032	0.637791	8223	-69	0.222	10	6470800	423.26	3.54676	1071.14	0.0354797	0.365344763	4.613983341
10	38	0	0.000452	-11.624	10.731357	-0.009211	0.10639	10.734404	0.472594	0.028469	8677	0	-0.363	10	6477500	466.03	5.211	1512.44	0.039623022	0.267754551	3.528986924
10	39	0	0.207032	0.598	0.674693	0.217287	0.228453	0.757703	0.754191	0.601789	10475	5.1	0.601	10	6479215	569.24	6.43082	175.28	0.118501815	0.351772751	3.240032532
10	40	0	0.262552	0.514	0.657928	0.216709	0.201415	0.76618	0.611698	0.563865	12018	-7.1	0.519	10	6479438	554.25	5.06923	951.91	0.080548297	0.417964755	2.675737413
10	41	0	0.299843	0.315	0.586421	0.344149	0.323293	0.700857	0.339971	0.552519	12129	-6.1	0.317	10	6601000	415.2	9.0517	450.2	0.168584713	0.685294376	2.57809554
10	42	0	0.86324	0.916	1.357759	1.924436	1.927061	3.671652	3.501638	0.929425	12256	0.1	0.916	10	6614800	3296.83	145.84396	4.03	0.621256802	0.504922933	1.555707688
10	43	0	0.783784	0.855	1.326238	1.329842	1.449571	2.8523	2.77314	0.890108	12028	9	0.879	10	6622700	2837.34	71.34178	98.7	0.522749829	0.48384653	1.386011059
10	44	0	0.870403	0.919	1.026162	1.536008	1.609151	2.850604	2.900157	0.936781	12054	4.8	0.93	10	6623800	2970.51	90.87092	187.66	0.498983998	0.527019104	1.641115121
10	45	0	0.767346	0.859	1.28875	1.238546	1.339626	2.671971	2.744897	0.887823	11893	8.2	0.879	10	6632400	3001.56	69.03992	162.99	0.490342732	0.465671307	1.361311196
10	46	0	0.786549	0.794	2.827249	3.123333	2.737167	6.119737	5.37437	0.889186	12132	-12.4	0.824	10	6746095	3370.38	121.42221	8.9	1.13032753	0.502216262	1.607572232
10	47	0	-0.226074	0.435	0.155777	0.132333	0.149533	0.14069	0.156578	0.461611	12154	13	0.436	10	6784000	790.29	7.87218	6019.74	0.05226182	0.728175056	0.793128909
10	48	0	0.630717	0.675	1.176751	0.325864	0.284226	1.936524	1.515144	0.794561	12019	-12.8	0.7	10	6803510	373.26	8.11686	113.28	0.129828408	0.409176493	1.834877352
10	49	0	0.494685	0.528	1.21767	0.332747	0.336634	1.713037	1.079141	0.707616	11740	1.2	0.528	10	6803530	377.45	8.30034	309.75	0.126554341	0.415911802	2.199876692
10	50	0	0.661854	0.712	0.996811	0.410066	0.498489	1.714267	1.594436	0.822278	12426	21.6	0.802	10	6814000	401.18	7.57575	713.83	0.175497814	0.280141865	3.347270219
10	51	0	0.094039	-0.025	0.088863	0.015043	0.01465	0.093368	0.022022	0.317322	7036	-2.6	-0.025	10	6847900	885.8	6.55023	1536.19	0.007730846	0.452948639	1.235877174
10	52	0	0.523871	0.535	0.385891	0.116816	0.144301	0.559269	0.396077	0.725666	12008	23.5	0.596	10	6853800	559.13	6.65393	589.43	0.053998877	0.402947024	2.54937581
10	53	0	0.720954	0.803	0.379229	0.171841	0.159398	0.717932	0.641728	0.850379	11492	-7.2	0.816	10	6876700	448.53	8.37527	1056.44	0.07779977	0.347243158	3.671325963
10	54	0	0.641599	0.679	0.634779	0.277306	0.265653	1.060367	0.796182	0.802753	11874	-4.2	0.682	10	6878000	393.93	6.59798	776.42	0.127112864	0.345768196	3.505925493
10	55	0	0.241408	0.286	2.658453	0.858316	0.71413	3.052503	1.601884	0.494525	6938	-16.8	0.305	10	6879650	402	11.67178	11.51	0.181512501	0.32626533	2.451304279
10	56	0	0.749464	0.769	0.851664	0.428929	0.430284	1.701575	1.378825	0.86761	12267	0.3	0.769	10	6885500	394.81	8.30284	1062.87	0.180176986	0.266185037	3.292113079
10	57	0	0.590893	0.631	1.38137	0.588484	0.584101	2.159777	1.535243	0.771053	12399	-0.7	0.631	10	6888500	412.34	10.57049	842.35	0.228181968	0.368947597	2.309151011
10	58	0	0.619139	0.662	1.728407	0.578593	0.567802	2.80079	2.062902	0.788582	12394	-1.9	0.662	10	6889200	347.72	8.52093	385.66	0.219975099	0.272526421	2.285873778
10	59	0	0.719705	0.722	1.279488	0.561132	0.60284	2.416828	1.875867	0.851903	12392	7.4	0.731	10	6889500	335.49	8.09609	748.58	0.217562013	0.268283922	2.056477399
10	60	0	0.754022	0.748	1.063517	0.660907	0.620746	2.144438	1.697079	0.872308	12381	-6.1	0.755	10	6892000	304.55	9.14485	1092.72	0.22741672	0.237709068	1.629986398
10	61	0	0.67952	0.741	1.553219	0.775068	0.804095	2.743783	2.230084	0.824481	12407	3.7	0.743	10	6903400	322.12	4.78235	481.42	0.258338623	0.187265118	2.953357312
10	62	0	0.77113	0.782	1.667871	0.88345	0.929164	3.486507	2.880287	0.879882	9880	5.2	0.788	10	6906800	279.08	8.38096	1414.75	0.287498833	0.194642402	2.485835687
10	63	0	0.70883	0.822	1.512009	0.550154	0.573054	2.802195	2.582934	0.845414	12328	4.2	0.827	10	6910800	376.84	6.45264	444.6	0.216380603	0.217499256	2.528403805
10	64	0	0.779381	0.814	1.410591	0.562085	0.62297	3.003294	2.712004	0.883279	12086	10.8	0.847	10	6911900	367.43	6.40301	293.06	0.216951788	0.203666625	2.850266906
10	65	0	0.822668	0.816	1.412854	0.812961	0.825246	3.355223	2.817886	0.909704	12415	1.5	0.816	10	6917000	296.09	6.4432	765.78	0.287241301	0.218726497	2.300955965
10	66	0	0.671922	0.785	1.223772	1.004072	0.930937	2.13663	1.923444	0.82396	12423	-7.3	0.795	10	6918460	372.29	8.23995	650.69	0.308266957	0.520716189	2.774287433
10	67	0	0.799446	0.816	1.158792	0.829913	0.744411	2.587661	2.304052	0.894738	12337	-10.3	0.844	10	6919500	304.29	6.03069	1069.42	0.238616109	0.281590786	2.441592812
10	68	0	0.757975	0.877	1.490705	0.96882	0.987669	3.030253	3.130966	0.883433	12454	1.9	0.879	10	6921070	374.14	9.47519	712.59	0.296573549	0.353497285	2.408414652
10	69	0	0.685176	0.75	2.05149	0.956514	1.139468	3.656395	3.567671	0.840258	12469	19.1	0.831	10	6921200	338.33	8.87458	323.62	0.258048319	0.292007439	2.94907115
10	70	0	0.773166	0.863	0.750689	0.934739	0.986128	1.576258	1.505484	0.882863	9944	5.5	0.87	10	6934000	334.86	11.8533	8264.9	0.286172603	0.521236764	2.864718832
11	1	0	0.67241	0.827	1.803951	1.219478	1.145669	3.151931	3.176475	0.837773	12475	-6.1	0.836	11	7056000	459.08	41.947	2149.36	0.354183457	0.404146771	2.23343477
11	2	0	0.778195	0.83	0.942931	1.290368	1.308067	2.002218	1.757099	0.88221	12483	1.4	0.83	11	7057500	324.68	11.24276	1456.44	0.38577503	0.699977299	1.79648821
11	3	0	0.459426	0.461	2.57431	0.776248	0.774427	3.501476	1.956107	0.690518	12172	-0.2	0.461	11	7060710	272.84	18.02579	150.03	0.207572635	0.326313185	2.058198779
11	4	0	0.680491	0.706	1.288626	1.217887	1.103265	2.279833	1.779749	0.827793	12486	-9.4	0.717	11	7066000	343.23	10.30686	1053.5	0.355359321	0.589871241	1.320219025
11	5	0	0.699298	0.75	0.92613	1.245637	1.179434	1.688966	1.381295	0.837387	12492	-5.3	0.753	11	7067000	325.61	11.97771	4349.01	0.350641683	0.679047591	1.291561375
11	6	0	0.812319	0.875	0.753526	1.392454	1.305715	1.739422	1.651245	0.903812	12456	-6.2	0.88	11	7068000	293.5	12.0651	5318.59	0.391846705	0.71814216	1.777904263
11	7	0	0.752288	0.78	0.633811	0.968238	0.985113	1.273513	1.049704	0.868578	12497	1.7	0.78	11	7071500	283.07	10.03191	2023.77	0.287918866	0.758626701	2.050912703
11	8	0	0.808591	0.899	0.820546	1.221153	1.262646	1.875598	1.890395	0.905318	12261	3.4	0.902	11	7083000	3457.46	158.91882	60.76	0.571181002	0.597458087	1.319385619
11	9	0	-2.051183	-0.153	0.201828	0.037411	0.053315	0.11555	0.219167	0.412648	10074	42.5	-0.081	11	7142300	677.58	4.76724	1819.94	0.01070337	0.612135073	2.780576969
11	10	0	0.725184	0.72	1.175383	0.494877	0.598501	2.242209	1.987822	0.853472	12288	20.9	0.809	11	7145700	393.17	3.99175	399.81	0.225991	0.163269442	2.256618214
11	11	0	0.423264	0.667	0.203763	0.114239	0.135697	0.268321	0.298212	0.748996	11965	18.8	0.714	11	7148400	545.41	9.72975	2544.5	0.062292568	0.536771083	1.300259155
11	12	0	0.541505	0.657	0.214949	0.167	0.170686	0.317458	0.247722	0.737224	12172	2.2	0.657	11	7149000	558.82	8.31384	2291.2	0.093606987	0.592456138	1.806415803
11	13	0	0.665597	0.757	0.593869	0.33409	0.368767	1.027006	0.898891	0.818509	12369	10.4	0.777	11	7151500	456.85	5.91848	2109	0.161932479	0.43252991	2.155437993
11	14	0	0.657916	0.655	2.384645	0.742472	0.542851	4.077334	3.611632	0.81562	11453	-26.9	0.778	11	7167500	383.36	10.91937	319.62	0.297730288	0.212084142	2.483384795
11	15	0	0.562742	0.584	1.637697	0.566598	0.54582	2.47675	1.648077	0.75561	12290	-3.7	0.586	11	7180500	442.86	4.64743	275.51	0.251656032	0.319151962	2.128692789
11	16	0	0.760769	0.758	2.251357	0.981399	0.981398	4.603138	3.643358	0.876337	11843	0	0.758	11	7184000	280.99	3.48891	510.84	0.300203263	0.137372313	3.016819812
11	17	0	0.566924	0.628	1.498604	1.010691	1.031598	2.27731	1.645329	0.753644	12432	2.1	0.629	11	7195800	371.07	10.46386	38.23	0.288714907	0.529321367	2.132385434
11	18	0	0.546525	0.638	2.640851	1.132889	0.991346	3.921796	3.057856	0.741157	12421	-12.5	0.658	11	7196900	430.12	35.12088	106.35	0.324762603	0.371447096	1.511032025
11	19	0	0.784116	0.838	1.336648	1.084507	1.081347	2.876897	2.545808	0.885504	12477	-0.3	0.838	11	7197000	348.86	21.68267	808.45	0.317349996	0.456229005	1.888282264
11	20	0	-1.118226	-0.634	0.510507	0.195471	0.464531	0.350779	0.65043	0.784252	12190	137.6	-0.168	11	7208500	2675.36	72.29899	159.22	0.129213611	0.61696418	2.645596766
11	21	0	-0.045022	-0.724	207.418453	-43.029974	0.031068	202.938976	0.145997	0.01323	2691	4.5	-0.42	11	7226500	1587.35	17.56282	5242.75	0.004238025	0.073812421	-0.636292615
11	22	0	0.769767	0.826	1.705056	1.399008	1.42478	3.553633	3.120291	0.877394	12422	1.8	0.827	11	7261000	197.55	14.38002	445.81	0.359831388	0.397952647	2.288746467
11	23	0	0.759053	0.775	2.149832	1.396766	1.369646	4.379935	3.57053	0.873186	8994	-1.9	0.776	11	7263295	260.56	27.63587	119.03	0.345850281	0.296225117	1.729301924
11	24	0	0.640394	0.706	0.55676	0.156016	0.121004	0.928529	1.027936	0.843404	5348	-22.4	0.807	11	7299670	497.04	6.82082	828.36	0.057380412	0.454826336	1.754610681
