Set	Nr	Normalized?	NSE	KGE	RMSE	mean_Yo	mean_Yp	sd_Yo	sd_Yp	r	N	Bias	KGE*	SetGroup	BasinId	elev_mean	slope_mean	area_gages2	runoff_ratio	baseflow_index	stream_elas
3	65	0	0.739244	0.82	0.829799	0.651884	0.726363	1.625075	1.563704	0.866338	12405	11.4	0.854	3	2202600	34.93	2.40016	590.47	0.214676951	0.377938386	3.373184899
3	66	0	0.721496	0.764	1.141468	0.699828	0.781447	2.163045	1.86089	0.850306	12441	11.7	0.792	3	2212600	159.45	7.25507	187.96	0.219428687	0.355084385	2.03210614
3	67	0	0.771508	0.839	0.895208	0.871725	0.94883	1.872881	1.754824	0.881093	10261	8.8	0.859	3	2215100	113.08	4.53352	420.29	0.262694666	0.48435014	2.216871989
3	68	0	0.703852	0.814	1.268679	0.979107	1.064933	2.331413	2.200593	0.845509	9888	8.8	0.832	3	2216180	83.53	5.30253	129.11	0.25663824	0.367343238	3.020923969
3	69	0	0.800277	0.866	0.655489	0.724055	0.746791	1.466795	1.354514	0.895164	12435	3.1	0.869	3	2221525	176.01	7.55177	490.8	0.226847638	0.529551421	1.254089057
3	70	0	0.846208	0.802	0.656831	0.752131	0.821816	1.674958	1.410257	0.92453	12455	9.3	0.82	3	2231000	38.71	2.187	1748.37	0.204402911	0.43557826	2.584760002
3	71	0	0.567756	0.627	1.151315	0.832478	0.941963	1.751246	1.314852	0.756104	12256	13.2	0.646	3	2231342	21.9	0.94602	111.56	0.302144668	0.391852709	2.018070351
3	72	0	0.681703	0.796	0.322771	0.400183	0.428841	0.572132	0.520657	0.830943	11945	7.2	0.802	3	2235200	26.25	3.67575	297.7	0.131447453	0.656614971	2.406977533
3	73	0	0.61303	0.661	1.232548	0.914326	0.905921	1.981449	1.464769	0.784267	12384	-0.9	0.662	3	2245500	41.45	4.14377	348.43	0.236893414	0.44328695	2.201205933
3	74	0	0.701279	0.714	1.295629	0.9186	1.024807	2.370638	1.8791	0.839954	12411	11.6	0.734	3	2246000	34.57	4.00959	451.06	0.257643767	0.415782774	2.255311553
3	75	0	0.794087	0.864	0.646512	0.678103	0.669073	1.424793	1.309905	0.891571	12362	-1.3	0.865	3	2296500	31.23	1.71633	886.4	0.191814315	0.438322677	3.754852363
3	76	0	0.478531	0.631	1.297712	0.692134	0.875759	1.797139	2.041661	0.783236	12402	26.5	0.724	3	2297155	35.51	1.24624	93.6	0.199601351	0.392088305	2.317878606
3	77	0	0.69853	0.797	1.03485	0.800009	0.865791	1.884833	1.710287	0.839278	12285	8.2	0.811	3	2297310	25.71	1.18116	528.38	0.241185622	0.423763279	3.093620223
3	78	0	0.675474	0.839	0.876228	0.916152	0.900008	1.538191	1.600213	0.84486	12105	-1.8	0.839	3	2298123	21.75	0.82221	540.65	0.283028227	0.50347548	3.151086006
3	79	0	0.706605	0.791	1.501686	1.176806	1.281187	2.772493	2.477742	0.842968	12460	8.9	0.807	3	2298608	22.79	1.6186	312.34	0.346924117	0.395340339	2.427894857
3	80	0	0.713504	0.825	1.642807	1.159277	1.202214	3.069343	2.828833	0.84801	12262	3.7	0.828	3	2299950	33.67	1.61485	174.27	0.300059552	0.353296923	1.473667366
3	81	0	0.617107	0.699	2.428707	1.403346	1.371984	3.925129	3.098792	0.785612	12321	-2.2	0.699	3	2300700	25.46	2.88661	73.84	0.386915779	0.362892499	1.949837047
3	82	0	0.657213	0.697	0.524692	0.412921	0.514419	0.896213	0.854904	0.828162	11584	24.6	0.789	3	2310947	42.23	1.87911	649.56	0.120091388	0.482623253	5.061898567
3	83	0	0.693375	0.757	0.483251	0.425988	0.490321	0.872745	0.7849	0.838182	11815	15.1	0.796	3	2312200	34.11	1.64182	413.48	0.108662429	0.55475107	6.240501136
3	84	0	0.873092	0.912	0.383789	0.659876	0.677618	1.07737	1.020798	0.934628	12458	2.7	0.915	3	2314500	42.05	1.56449	3322.15	0.163531121	0.585453008	2.392996194
3	85	0	0.856432	0.896	0.38914	0.59703	0.622008	1.027055	0.965486	0.925864	12440	4.2	0.902	3	2315500	39.99	2.02123	6136.26	0.161613286	0.571318502	3.049390965
3	86	0	0.693083	0.76	0.660347	0.644059	0.666748	1.192009	0.991607	0.832734	12301	3.5	0.762	3	2324400	31.14	0.92155	176.27	0.118257538	0.499360016	3.093108308
3	87	0	0.665308	0.702	2.064411	1.649629	1.788819	3.568542	2.785867	0.817423	12445	8.4	0.712	3	2327100	25.14	1.56064	271.12	0.371886067	0.338496694	2.079625686
3	88	0	-0.005065	-0.77	87.039374	-6.654281	0.955396	86.823618	2.926902	0.055679	11338	0.8	-0.354	3	2342933	127.7	7.99022	290.1	0.261793355	0.339008841	1.871527208
3	89	0	0.727729	0.81	1.049716	0.811585	0.887431	2.011817	1.846385	0.856125	12421	9.3	0.83	3	2349900	116.19	3.41104	122.87	0.242085954	0.465819688	1.846555342
3	90	0	0.833604	0.881	0.502994	0.896189	0.973303	1.233138	1.225248	0.918255	10677	8.6	0.897	3	2350900	139.77	6.74759	1365.12	0.261458767	0.622683344	1.911898861
3	91	0	0.77472	0.815	0.993683	1.136168	1.29442	2.093651	2.003469	0.886245	12497	13.9	0.857	3	2361000	117.14	8.27039	1781.61	0.306746922	0.567095277	1.518807335
3	92	0	0.869614	0.883	0.738651	1.051099	1.126362	2.045724	1.91503	0.933261	9577	7.2	0.901	3	2363000	135.39	7.57689	1292.51	0.27382654	0.494044553	1.733570419
3	93	0	0.800745	0.884	1.381582	1.437034	1.517686	3.095204	3.049295	0.899329	12463	5.6	0.895	3	2369800	72.29	4.2203	227.51	0.335796347	0.542232429	1.444544514
3	94	0	0.801857	0.857	0.790452	1.082426	1.175771	1.775839	1.682012	0.898334	12485	8.6	0.874	3	2371500	125.86	7.42604	1292.79	0.290535046	0.523492856	1.486906495
3	95	0	0.788159	0.845	0.961321	1.138078	1.177551	2.088723	1.877671	0.888051	12490	3.5	0.848	3	2372250	122.94	7.29973	1145.22	0.306923564	0.507875007	1.57345359
3	96	0	0.754141	0.823	0.851124	1.407866	1.505515	1.716593	1.546151	0.870789	12483	6.9	0.827	3	2374500	109.86	7.40892	445.72	0.335849696	0.641123533	1.386435298
3	97	0	0.548643	0.595	1.600078	1.452327	1.548244	2.381763	1.653098	0.74344	12402	6.6	0.599	3	2381600	512.02	35.2973	10.32	0.86516621	0.621847869	1.846120728
3	98	0	0.615318	0.691	2.480228	2.186848	2.317252	3.999091	3.144272	0.785101	10643	6	0.695	3	2384540	499.46	93.55977	21.37	0.42226468	0.479563394	2.330032559
3	99	0	0.677933	0.693	1.341205	1.203673	1.216694	2.363414	1.764978	0.827313	12297	1.1	0.693	3	2395120	250.6	9.60933	84.01	0.342948107	0.565288618	2.180214254
3	100	0	0.786601	0.825	1.220376	1.407513	1.517112	2.641891	2.354267	0.887881	12490	7.8	0.838	3	2408540	242.26	15.57552	682.41	0.345785031	0.552621282	2.313917159
3	101	0	0.784988	0.786	1.260424	1.471958	1.674521	2.718354	2.39131	0.889174	10299	13.8	0.82	3	2415000	270.56	12.25237	491.38	0.363528899	0.559165384	2.059008314
3	102	0	0.782514	0.819	0.977403	1.267502	1.454476	2.095926	2.115716	0.896261	12480	14.8	0.863	3	2422500	144.84	11.05647	527.55	0.312510104	0.5729707	1.654005987
3	103	0	0.828343	0.836	1.288493	1.183265	1.297085	3.110108	2.803002	0.91092	8841	9.6	0.862	3	2427250	102.61	6.93052	675.24	0.301902199	0.38489534	1.820970521
3	104	0	0.613639	0.722	1.981611	1.590206	1.580089	3.188155	2.627799	0.784372	12433	-0.6	0.722	3	2430085	150.01	6.72984	40.56	0.401421124	0.477175135	0.833942322
3	105	0	-0.007775	-0.839	93.735353	-7.134612	1.635	93.37747	3.184169	0.032386	10599	0.9	-0.37	3	2430615	132.82	6.11799	28.71	0.397110533	0.561299709	0.871308277
3	106	0	0.800923	0.861	1.911482	1.644083	1.768884	4.284271	4.053768	0.89678	12421	7.6	0.88	3	2450250	254.92	12.27321	231.83	0.397427136	0.373479853	1.404334299
3	107	0	0.830697	0.863	1.447332	1.527387	1.601375	3.51765	3.190283	0.911681	12460	4.8	0.87	3	2464000	143.69	9.66599	578.94	0.360652455	0.390036614	1.438725267
3	108	0	0.509442	0.587	2.050855	1.420178	1.469797	2.928247	2.059795	0.714032	12062	3.5	0.588	3	2464146	140.81	9.04939	15.82	0.363503007	0.508775891	1.706025029
3	109	0	0.735249	0.825	1.252154	1.425779	1.558123	2.433668	2.294014	0.862882	9880	9.3	0.842	3	2464360	114.12	8.63619	148.62	0.354719029	0.51963652	0.817873848
3	110	0	0.568671	0.775	1.084332	1.146433	1.054421	1.65111	1.775095	0.803466	12204	-8	0.782	3	2465493	101.5	9.53966	83.42	0.28682713	0.62920891	1.05906948
3	111	0	0.812317	0.841	1.222315	1.259555	1.312889	2.821554	2.490949	0.901682	12438	4.2	0.846	3	2469800	78.13	9.86442	422.68	0.310789243	0.423853357	2.636882041
3	112	0	0.856695	0.866	1.012212	1.304842	1.448624	2.673976	2.611017	0.928384	12491	11	0.907	3	2472000	123.24	6.76654	1927.13	0.318918668	0.406862412	2.691424001
3	113	0	0.828501	0.837	1.018845	1.302336	1.387445	2.460335	2.16318	0.911447	12473	6.5	0.846	3	2472500	113.73	6.76541	789.94	0.305963021	0.539491548	1.617113578
3	114	0	0.742425	0.805	2.112991	1.557422	1.783483	4.163542	4.364335	0.879653	12410	14.5	0.859	3	2479155	70.21	6.65609	137.28	0.338750503	0.389459339	1.783361413
3	115	0	0.815273	0.872	1.201777	1.744686	1.845876	2.796249	2.621148	0.904256	12499	5.8	0.88	3	2479300	65.19	5.84957	1144.2	0.383667707	0.507678142	1.637319767
3	116	0	0.844008	0.891	1.045886	1.746927	1.830233	2.648201	2.498584	0.91955	12498	4.8	0.897	3	2479560	64.68	6.14661	1454.33	0.380309391	0.494979431	1.792170676
3	117	0	0.781135	0.85	2.178157	1.907063	1.965515	4.656057	4.233642	0.884261	12429	3.1	0.852	3	2481000	51.66	5.61014	249.23	0.394144666	0.32605805	1.830671023
3	118	0	0.796649	0.822	1.595729	1.738068	1.852473	3.53878	3.091848	0.893354	12486	6.6	0.832	3	2481510	64	5.13464	800.66	0.369132748	0.425394254	1.854561595
4	13	0	0.633091	0.729	1.615051	1.045713	0.987985	2.666397	2.21212	0.796648	12369	-5.5	0.734	4	4015330	337.69	19.16862	224.35	0.431649939	0.337148285	1.924143146
4	14	0	0.66925	0.788	0.94568	0.879128	0.823837	1.644417	1.482692	0.822577	12449	-6.3	0.794	4	4024430	343.48	6.93316	1091.25	0.359583938	0.464912934	1.301335115
4	15	0	0.756499	0.869	0.806736	0.956001	0.922974	1.634929	1.595323	0.875737	12452	-3.5	0.872	4	4027000	425.75	9.36771	1619.85	0.350685622	0.508959239	1.532043262
4	16	0	0.758115	0.871	0.815059	1.063212	1.113181	1.657304	1.663302	0.879953	12461	4.7	0.876	4	4040500	497.28	8.10212	419.83	0.439473072	0.504176223	2.124904821
4	17	0	0.646587	0.652	1.456393	1.464406	1.291796	2.449937	1.794359	0.811004	12169	-11.8	0.665	4	4043050	239.41	16.9632	76.62	0.602347162	0.547396205	0.402167388
4	18	0	0.67896	0.737	0.570166	1.030909	1.19846	1.006327	1.180327	0.887707	12496	16.3	0.735	4	4045500	236.77	6.40846	1909.59	0.42155485	0.641211601	0.874036151
4	19	0	0.536042	0.692	0.67977	1.165766	1.330405	0.998022	1.220165	0.841647	12491	14.1	0.681	4	4056500	232.99	4.97773	2945.89	0.459862568	0.714605787	1.023994846
4	20	0	0.557601	0.717	0.58567	0.893369	1.023072	0.880569	1.03712	0.834819	12444	14.5	0.716	4	4057510	228.86	4.66219	473.57	0.370732094	0.650658643	1.366487481
4	21	0	0.736505	0.854	0.877195	1.100439	1.169378	1.708941	1.786987	0.875782	12364	6.3	0.862	4	4057800	476.21	6.3961	115.87	0.424989952	0.552725063	1.078621387
4	22	0	0.72816	0.852	0.513159	0.697294	0.694241	0.984266	1.066782	0.87784	12435	-0.4	0.852	4	4059500	314.09	6.07833	1184.37	0.302179075	0.52720028	1.832751879
4	23	0	0.746572	0.84	0.384767	0.684015	0.755097	0.764343	0.775841	0.879536	12315	10.4	0.847	4	4063700	473.28	5.5832	362.57	0.288440942	0.623242843	1.515744423
4	24	0	0.709347	0.822	0.260435	0.824322	0.874332	0.483092	0.446098	0.8516	12092	6.1	0.804	4	4074950	482.31	7.42761	1205.53	0.347895638	0.782622235	0.546631403
4	25	0	0.618729	0.777	0.279748	1.079427	1.153839	0.453073	0.410771	0.809417	12223	6.9	0.732	4	4105700	277.91	6.57315	98.04	0.383119735	0.814046693	-0.023818754
4	26	0	0.443914	0.712	0.405377	0.77695	0.887996	0.54364	0.561786	0.751667	9384	14.3	0.677	4	4115265	254.56	4.35688	95.78	0.330594072	0.757701665	0.550163257
4	27	0	0.633366	0.777	0.323728	1.085669	1.15996	0.534665	0.481743	0.812696	12486	6.8	0.747	4	4122200	244.61	6.17213	1048.28	0.399501778	0.828458189	0.208667504
4	28	0	0.620209	0.789	0.297621	1.10411	1.157654	0.482957	0.451262	0.805649	12489	4.8	0.767	4	4122500	270.61	7.82371	1769.19	0.415061024	0.839461592	0.139151229
4	29	0	0.53962	0.735	0.229779	1.185376	1.09838	0.338664	0.409502	0.85501	12383	-7.3	0.638	4	4124000	336.67	9.92703	2243.63	0.467782937	0.886908576	0.413930976
4	30	0	0.645005	0.805	0.790153	0.973407	1.013691	1.326234	1.475035	0.846483	10978	4.1	0.807	4	4127918	234.05	5.24337	548.29	0.337654404	0.592683868	1.546156348
4	31	0	0.699956	0.83	0.178428	1.075878	1.129873	0.325753	0.301283	0.855698	12381	5	0.768	4	4127997	356.97	12.23471	487.16	0.425966245	0.882036774	1.126498691
4	32	0	-0.02757	-0.735	163.93354	-26.265303	0.637148	161.725956	0.578259	0.016269	12381	2.8	-0.41	4	4161580	277.3	7.53129	64.31	0.258276625	0.615977244	0.011893921
4	33	0	0.803866	0.775	0.63284	0.903172	0.754066	1.429011	1.260085	0.902884	12433	-16.5	0.815	4	4185000	250.64	3.32824	1064	0.351521655	0.429136274	1.583624994
4	34	0	-0.001637	-0.854	62.841277	-3.030012	0.793875	62.792428	1.63174	0.05285	12391	0.4	-0.36	4	4196800	276.66	2.52382	608.07	0.340026419	0.265576184	2.887291328
4	35	0	0.697364	0.721	1.159663	0.930669	0.831566	2.10809	1.685675	0.837252	12368	-10.6	0.738	4	4197100	298.46	2.93165	388.21	0.336741936	0.274610835	1.40995336
4	36	0	0.67312	0.771	1.668008	0.91951	0.896244	2.917581	2.507847	0.821366	11325	-2.5	0.773	4	4197170	275.04	3.32921	95.21	0.315298225	0.224128102	2.06418246
4	37	0	0.680664	0.699	1.680237	1.653177	1.36794	2.973473	2.442513	0.830633	12448	-17.3	0.736	4	4213000	322.72	10.20101	455.3	0.503043051	0.373443474	1.26445831
4	38	0	0.404312	0.459	2.311772	1.568717	1.403367	2.995413	1.831172	0.63884	10271	-10.5	0.467	4	4213075	358.17	13.85748	11.65	0.450833381	0.468619416	1.471761676
4	39	0	0.581447	0.696	1.454506	1.433751	1.260079	2.248317	1.892617	0.769803	12434	-12.1	0.71	4	4216418	533.55	22.26514	196.47	0.468583425	0.489052451	1.217452679
4	40	0	0.628574	0.719	1.189787	1.273704	1.183454	1.952317	1.605816	0.794661	12475	-7.1	0.725	4	4221000	658.41	27.06629	750.88	0.412810161	0.500682985	1.441826543
4	41	0	0.575417	0.724	1.097536	1.0581	1.055966	1.684437	1.444247	0.764261	12422	-0.2	0.724	4	4224775	519.45	36.93333	231.84	0.387613119	0.506242202	0.022873307
4	42	0	-0.006768	-0.794	89.186212	-6.821185	1.052859	88.889716	1.481543	0.040705	11686	0.8	-0.377	4	4233000	434.01	40.08692	91.9	0.408263664	0.553733826	1.136116973
4	43	0	0.715678	0.816	1.443587	2.254682	2.176654	2.707419	2.442813	0.848194	12484	-3.5	0.817	4	4256000	486.49	16.94626	232.45	0.62283724	0.537304321	1.260415316
5	1	0	0.638761	0.738	1.277177	1.485706	1.367311	2.12506	1.801968	0.802456	12472	-8	0.745	5	3010655	635.06	32.95227	254.44	0.455751399	0.493939565	1.504911239
5	2	0	0.621918	0.7	1.495642	1.931314	1.707646	2.432494	1.98315	0.794239	12455	-11.6	0.709	5	3011800	628.71	19.77674	100.1	0.538101434	0.548834547	1.74213348
5	3	0	0.700957	0.776	1.417225	1.923884	1.722241	2.591726	2.284175	0.841769	12483	-10.5	0.787	5	3015500	492.56	22.04748	784.85	0.569292373	0.48436846	1.478055908
5	4	0	0.591171	0.632	2.468676	2.329153	1.852872	3.861098	3.042508	0.778764	12456	-20.4	0.67	5	3021350	485.4	20.02559	239.67	0.621600221	0.407554855	1.448490243
5	5	0	0.598884	0.7	1.63012	1.79005	1.587655	2.573961	2.140145	0.779588	12441	-11.3	0.712	5	3026500	577.23	15.82974	20.31	0.493333355	0.505318323	1.26496032
5	6	0	0.662518	0.711	1.49157	1.96243	1.692573	2.567649	2.104878	0.82071	12473	-13.8	0.725	5	3028000	569.02	18.29113	161.11	0.571807346	0.518663809	1.803058626
5	7	0	0.653997	0.762	1.212441	1.335015	1.275153	2.061285	1.77691	0.81084	12461	-4.5	0.764	5	3049000	365.27	16.00521	357.15	0.387928098	0.476524667	1.231361524
5	8	0	0.277002	0.302	2.03586	1.075019	1.040736	2.394401	1.164296	0.52817	12437	-3.2	0.302	5	3049800	296.6	21.30523	14.89	0.355803193	0.424669589	2.125871617
5	9	0	0.740564	0.709	1.690088	1.931122	1.579286	3.318311	2.702139	0.868777	9563	-18.2	0.749	5	3050000	998.82	65.76346	487.29	0.489376877	0.427851654	1.698454843
5	10	0	0.674237	0.82	1.880518	2.340444	2.182768	3.294912	3.213005	0.834457	12443	-6.7	0.826	5	3066000	1072.01	68.69899	222.79	0.581601873	0.479958959	1.27578541
5	11	0	0.755353	0.781	1.689523	2.409403	2.117026	3.415953	2.967248	0.873328	12498	-12.1	0.798	5	3069500	961.46	63.79304	1856.85	0.601000307	0.474430153	1.577289216
5	12	0	0.654905	0.732	1.672792	1.983863	1.787132	2.847669	2.379261	0.81253	12495	-9.9	0.741	5	3070500	599.73	30.19392	517.38	0.549168889	0.463490799	1.551284827
5	13	0	0.557297	0.733	1.735938	1.789311	1.64737	2.60913	2.369783	0.762554	12450	-7.9	0.74	5	3076600	795.46	21.46688	127.4	0.486972677	0.49718554	1.485532666
5	14	0	0.56509	0.678	1.745262	1.867378	1.76846	2.64654	2.114689	0.754	12491	-5.3	0.68	5	3078000	767.06	30.57341	161.48	0.542170227	0.499639236	1.852242766
5	15	0	0.659428	0.717	1.125283	0.986501	0.935708	1.928301	1.530737	0.812698	12416	-5.1	0.72	5	3140000	287.7	15.82284	70.35	0.325505925	0.439380288	2.84806709
5	16	0	0.709057	0.691	1.224291	1.077866	0.923244	2.269855	1.751975	0.848255	12448	-14.3	0.718	5	3144000	292.28	13.11071	363.41	0.368430419	0.425829417	2.256626614
5	17	0	0.717722	0.796	1.285351	1.033115	1.005643	2.419363	2.099622	0.847505	12444	-2.7	0.798	5	3159540	232.8	10.08158	400.85	0.34930736	0.343456868	1.716372426
5	18	0	0.823787	0.88	0.82013	1.926992	1.982349	1.953805	1.81483	0.908302	12499	2.9	0.881	5	3161000	834.21	57.20214	527.86	0.481832125	0.726972537	1.350788566
5	19	0	0.818272	0.907	0.678692	1.554411	1.592469	1.592131	1.601069	0.909943	12496	2.4	0.907	5	3164000	766.6	45.80251	2952.74	0.413173324	0.690426959	2.056072301
5	20	0	0.628325	0.728	1.293944	1.664966	1.730619	2.122517	1.754197	0.793939	12398	3.9	0.729	5	3165000	707.63	45.4663	102	0.457288028	0.699827098	1.729930757
5	21	0	0.769548	0.874	0.575673	1.0751	1.122445	1.199232	1.174332	0.883347	12483	4.4	0.875	5	3170000	713.74	32.96335	794.64	0.323360884	0.702218972	1.14672699
5	22	0	0.703786	0.794	0.891689	0.989322	0.934318	1.638431	1.445525	0.840623	12435	-5.6	0.799	5	3173000	750.95	46.98351	773.32	0.336056023	0.540795023	2.911240742
5	23	0	-0.005613	-0.926	81.328603	-4.631477	1.601246	81.10466	2.551313	0.020389	12125	0.6	-0.38	5	3180500	1057.03	44.26244	345.06	0.533537322	0.473178697	1.674430326
5	24	0	0.797589	0.782	1.268649	1.639307	1.417089	2.819954	2.436593	0.897159	12154	-13.6	0.812	5	3182500	934.51	59.7077	1364.97	0.470738255	0.451749432	1.358595519
5	25	0	0.613542	0.68	2.289645	2.520939	2.42853	3.683276	2.8262	0.783866	12499	-3.7	0.681	5	3186500	1057.61	61.17799	329.68	0.611346629	0.459918185	1.132981079
5	26	0	0.541878	0.675	2.601536	2.575229	2.532267	3.843766	3.099047	0.739251	12489	-1.7	0.675	5	3187500	1061.95	60.18061	207.41	0.641023757	0.470847425	1.161446941
5	27	0	0.74138	0.82	0.817849	1.094414	1.087336	1.608274	1.424247	0.861385	12495	-0.6	0.82	5	3213700	611.92	37.9826	2425.06	0.325842167	0.560447907	1.875423939
5	28	0	0.418872	0.507	2.148845	1.094184	1.064345	2.818945	1.851832	0.64736	12371	-2.7	0.508	5	3237280	248.51	31.52585	32.95	0.320095901	0.356306323	2.547425263
5	29	0	0.758631	0.82	1.50914	1.124275	1.019513	3.071893	2.807617	0.872641	12476	-9.3	0.843	5	3237500	272.36	14.22302	1003.21	0.368722525	0.301729363	1.610598447
5	30	0	-0.029966	-0.728	173.268508	-28.801715	1.101586	170.736629	3.238665	0.028235	11691	3.1	-0.392	5	3238500	285.37	7.5191	568.5	0.391668327	0.206288509	1.382751832
5	31	0	0.700602	0.758	1.121871	1.087028	0.981843	2.050387	1.73708	0.838634	12413	-9.7	0.772	5	3241500	319.84	3.27837	170.91	0.338989028	0.458743098	2.594083052
5	32	0	0.63908	0.753	1.830279	1.305282	1.405217	3.046698	2.658543	0.80311	12449	7.7	0.763	5	3280700	540.37	28.95669	158.22	0.333288889	0.411989326	2.071706911
5	33	0	0.607022	0.721	1.990841	1.300209	1.440349	3.175923	2.729761	0.784009	12365	10.8	0.739	5	3281100	403.43	22.48228	422.72	nan	0.385867771	nan
5	34	0	0.808294	0.873	1.188012	1.351527	1.395203	2.71344	2.51938	0.899658	12487	3.2	0.876	5	3281500	376.49	21.8686	1838.22	0.373787382	0.409674322	1.949819655
5	35	0	0.804308	0.823	1.540773	1.388101	1.287986	3.48313	3.048546	0.897571	12470	-7.2	0.836	5	3285000	323.6	12.08007	822.34	0.399979474	0.335457931	1.645613341
5	36	0	0.641212	0.775	2.394955	1.399516	1.334541	3.99849	3.586013	0.806052	12362	-4.6	0.78	5	3291780	249.83	14.47984	71.41	0.41683107	0.262181517	1.409194602
5	37	0	0.790815	0.815	1.606277	1.319553	1.295959	3.51215	2.992471	0.890119	12460	-1.8	0.816	5	3300400	254.43	9.33197	1128.58	0.395171116	0.288199325	2.097366322
5	38	0	-0.004386	-0.853	73.683756	-4.30298	1.059072	73.526679	2.180443	0.030552	9212	0.5	-0.374	5	3338780	213.25	3.19469	691.56	0.399840154	0.395332693	3.061302387
5	39	0	0.731963	0.732	1.533489	1.052314	0.982478	2.962109	2.316888	0.859345	12431	-6.6	0.74	5	3340800	268.15	4.37041	357.65	0.343884768	0.38966702	2.070687934
5	40	0	0.784183	0.814	1.329802	0.965816	0.941819	2.862609	2.44738	0.88613	12440	-2.5	0.815	5	3346000	173.5	2.57944	814.69	0.31829071	0.231646749	2.249075255
5	41	0	0.578395	0.589	2.471197	1.22896	0.910379	3.806032	2.983799	0.765342	11945	-25.9	0.67	5	3357350	258.64	5.84999	7.75	0.3669021	0.323201939	1.556128254
5	42	0	0.675374	0.721	1.673903	1.150787	1.118932	2.93803	2.309243	0.822703	12399	-2.8	0.722	5	3364500	274.58	3.79613	237.09	0.359483125	0.350016454	1.80582599
5	43	0	0.822571	0.88	1.523454	1.278932	1.227681	3.616884	3.381376	0.907482	12470	-4	0.886	5	3366500	240.19	8.50477	755.22	0.375957218	0.286182822	1.613292573
5	44	0	0.575828	0.703	3.054835	1.337052	1.2887	4.690664	3.878158	0.76169	12300	-3.6	0.705	5	3368000	264.12	4.26263	29.72	0.403829617	0.206380315	0.523776558
5	45	0	0.678827	0.803	2.663606	1.347626	1.315483	4.700217	4.262732	0.827734	12381	-2.4	0.804	5	3384450	166.37	16.36598	111.13	0.363300306	0.268366509	2.897679544
6	1	0	0.773674	0.828	1.434593	3.165453	3.260132	3.015635	2.653145	0.880148	12497	3	0.827	6	3439000	863.18	63.23118	178.67	0.568857601	0.720916167	1.375627798
6	2	0	0.56872	0.694	1.666431	1.665701	1.953137	2.537612	2.262969	0.771951	12440	17.3	0.723	6	3450000	891.9	105.59692	14.08	0.463637565	0.592268285	1.653874636
6	3	0	0.592168	0.66	2.74772	3.307931	3.236608	4.302778	3.230062	0.769944	12492	-2.2	0.66	6	3455500	1326.82	91.67733	72.95	0.569036399	0.62633229	1.530170333
6	4	0	0.647249	0.677	2.024836	2.504406	2.471941	3.409363	2.525379	0.807327	12483	-1.3	0.677	6	3456500	1162.13	99.95219	133.43	0.542821013	0.636631043	1.996365228
6	5	0	0.73183	0.792	1.126402	2.110547	1.988062	2.175231	1.870007	0.857325	12477	-5.8	0.792	6	3460000	1254.53	116.23587	127.02	0.488063027	0.687017936	1.517650359
6	6	0	0.600032	0.607	3.058061	2.953116	3.087434	4.835604	3.267154	0.782437	12504	4.5	0.608	6	3463300	1025.66	112.34116	112.16	0.67028458	0.589691621	1.995520021
6	7	0	0.57491	0.754	1.133876	1.337869	1.482421	1.739172	1.667663	0.782825	12433	10.8	0.764	6	3471500	1023.62	69.46205	198.16	0.386908003	0.630658435	1.451604644
6	8	0	0.680346	0.794	0.958302	1.461077	1.534256	1.695039	1.519776	0.828743	12495	5	0.795	6	3473000	916.29	56.64293	784.81	0.415810558	0.627684502	1.594111539
6	9	0	0.627641	0.68	1.922387	1.793332	1.68715	3.150484	2.404713	0.793531	12474	-5.9	0.684	6	3479000	1040.03	82.19102	235.6	0.456928975	0.592287367	1.662994991
6	10	0	0.716873	0.806	1.021584	1.229527	1.180323	1.919999	1.701257	0.84793	12471	-4	0.808	6	3488000	812.91	54.05912	578.21	0.376021979	0.530133412	1.841591411
6	11	0	0.776245	0.816	1.287706	1.776379	1.857982	2.722375	2.360325	0.88168	12499	4.6	0.819	6	3498500	680.92	77.71156	696.76	0.416642224	0.573668589	1.559591086
6	12	0	0.882959	0.913	0.72021	2.399548	2.49437	2.10527	1.998195	0.940775	12493	4	0.91	6	3500000	808.87	67.89742	361.14	0.481630285	0.731153522	1.890912082
6	13	0	0.815882	0.875	0.919227	2.178214	2.224518	2.142358	1.976076	0.903713	12479	2.1	0.874	6	3500240	967.11	82.16983	145.86	0.459278556	0.705216066	1.824594358
6	14	0	0.765415	0.782	1.45969	3.605301	3.343351	3.013894	2.508293	0.880511	12496	-7.3	0.776	6	3504000	1039.71	86.43459	134.52	0.657177368	0.720317018	1.873374272
6	15	0	0.79003	0.836	1.936352	1.876476	1.996635	4.225933	3.789558	0.889322	12468	6.4	0.846	6	3574500	337.61	47.69583	813.8	0.458075297	0.388050714	2.225400571
6	16	0	0.001073	-1.225	56.142924	-1.683689	1.326606	56.175393	3.591028	0.062817	12076	0.3	-0.326	6	3592718	173.22	6.67758	66.99	0.352112361	0.441519766	1.395459951
6	17	0	0.717525	0.82	1.798197	1.631992	1.727997	3.383486	3.108176	0.850294	12502	5.9	0.827	6	3604000	269.53	10.29605	1163.03	0.388741418	0.567560716	1.449055622
7	1	0	0.342149	0.519	0.611884	0.228932	0.207513	0.75444	0.562315	0.602737	11520	-9.4	0.527	7	5291000	432.13	8.90129	1046.78	0.125753255	0.414744395	3.157749596
