Set	Nr	Normalized?	NSE	KGE	RMSE	mean_Yo	mean_Yp	sd_Yo	sd_Yp	r	N	Bias	KGE*	SetGroup
11	26	1	0.851112	-0.005000	0.384227	0.000222	0.000000	0.999943	0.922578	0.922557	120	-0.000000	0.891000	5.000000
11	27	1	0.897380	0.021000	0.319004	-0.000037	-0.000001	0.999994	0.947383	0.947302	120	0.000000	0.926000	5.000000
11	28	1	0.901394	0.008000	0.312840	-0.000102	-0.000001	1.000433	0.949322	0.949418	120	0.000000	0.928000	5.000000
11	29	1	0.884932	0.017000	0.337790	0.000115	0.000002	0.999967	0.940627	0.940708	120	-0.000000	0.916000	5.000000
11	30	1	0.887869	-0.010000	0.333615	-0.000140	0.000001	1.000461	0.942236	0.942268	120	0.000000	0.918000	5.000000
11	31	1	0.905303	0.001000	0.306436	0.000388	0.000001	0.999972	0.951548	0.951474	120	-0.000000	0.931000	5.000000
11	32	1	0.914619	-0.009000	0.291046	-0.000164	0.000001	1.000226	0.956356	0.956357	120	0.000000	0.938000	5.000000
11	33	1	0.906238	0.009000	0.304884	-0.000170	-0.000002	0.999859	0.951951	0.951965	120	0.000000	0.932000	5.000000
11	34	1	0.882775	-0.002000	0.340937	-0.000085	-0.000000	0.999956	0.939587	0.939561	120	0.000000	0.915000	5.000000
11	35	1	0.899202	0.049000	0.316220	-0.000034	-0.000002	1.000188	0.948308	0.948263	120	0.000000	0.927000	5.000000
11	36	1	0.899793	-0.000000	0.315293	0.000095	0.000000	1.000192	0.948510	0.948574	120	-0.000000	0.927000	5.000000
11	37	1	0.900864	0.554000	0.313539	0.000003	0.000002	0.999986	0.949026	0.949139	120	-0.000000	0.928000	5.000000
11	38	1	0.897180	0.117000	0.319166	-0.000001	-0.000002	0.999531	0.947278	0.947196	120	-0.000000	0.926000	5.000000
11	39	1	0.870517	-0.019000	0.358298	0.000059	-0.000001	0.999899	0.933094	0.933015	120	-0.000000	0.905000	5.000000
11	40	1	0.880784	-0.023000	0.343804	0.000076	-0.000001	0.999909	0.938425	0.938501	120	-0.000000	0.913000	5.000000
11	41	1	0.887235	-0.006000	0.334403	0.000119	-0.000000	1.000001	0.941813	0.941932	120	-0.000000	0.918000	5.000000
11	42	1	0.879415	-0.007000	0.345806	0.000100	-0.000000	1.000008	0.937788	0.937772	120	-0.000000	0.912000	5.000000
11	43	1	0.814319	-0.004000	0.429213	0.000027	0.000000	1.000246	0.902444	0.902396	120	-0.000000	0.862000	5.000000
11	44	1	0.897081	0.145000	0.319381	-0.000032	-0.000005	0.999718	0.947138	0.947143	120	0.000000	0.925000	5.000000
11	45	1	0.896750	-0.012000	0.319952	-0.000095	0.000001	0.999899	0.947017	0.946969	120	0.000000	0.925000	5.000000
11	46	1	0.898143	0.001000	0.317762	0.000207	0.000001	0.999824	0.947627	0.947704	120	-0.000000	0.926000	5.000000
11	47	1	0.900544	0.000000	0.313992	-0.000530	-0.000002	0.999818	0.948853	0.948970	120	0.000000	0.928000	5.000000
11	48	1	0.898105	-0.004000	0.317845	0.000192	-0.000000	0.999896	0.947655	0.947684	120	-0.000000	0.926000	5.000000
12	1	1	0.898826	-0.005000	0.316758	0.000384	-0.000001	1.000023	0.947987	0.948064	120	-0.000000	0.926000	5.000000
12	2	1	0.893769	0.005000	0.324525	0.000096	0.000001	0.999862	0.945430	0.945394	120	-0.000000	0.923000	5.000000
12	3	1	0.917099	-0.056000	0.286788	-0.000022	0.000001	1.000229	0.957605	0.957653	120	0.000000	0.940000	5.000000
12	4	1	0.913675	0.005000	0.292582	-0.000102	-0.000001	0.999993	0.955791	0.955864	120	0.000000	0.938000	5.000000
12	5	1	0.921490	-0.012000	0.279024	-0.000119	0.000001	0.999987	0.959886	0.959943	120	0.000000	0.943000	5.000000
12	6	1	0.904967	-0.023000	0.306988	-0.000072	0.000001	1.000006	0.951350	0.951298	120	0.000000	0.931000	5.000000
12	7	1	0.910114	0.004000	0.298462	0.000156	0.000001	0.999677	0.953953	0.953999	120	-0.000000	0.935000	5.000000
12	8	1	0.904408	-0.012000	0.307987	-0.000183	0.000002	1.000323	0.951111	0.951004	120	0.000000	0.931000	5.000000
12	9	1	0.912687	0.002000	0.294210	-0.000260	-0.000001	0.999853	0.955392	0.955347	120	0.000000	0.937000	5.000000
12	10	1	0.892434	0.004000	0.326601	0.000117	0.000001	0.999994	0.944703	0.944687	120	-0.000000	0.922000	5.000000
12	11	1	0.880065	-0.032000	0.345059	0.000055	-0.000002	1.000545	0.938111	0.938118	120	-0.000000	0.912000	5.000000
12	12	1	0.911719	-0.009000	0.295959	0.000297	-0.000002	1.000263	0.954870	0.954840	120	-0.000000	0.936000	5.000000
12	13	1	0.895900	0.009000	0.321233	-0.000112	-0.000001	0.999796	0.946636	0.946520	120	0.000000	0.925000	5.000000
12	14	1	0.919271	0.005000	0.283037	0.000408	0.000003	1.000337	0.958811	0.958786	120	-0.000000	0.942000	5.000000
12	15	1	0.911804	-0.013000	0.295850	-0.000173	0.000002	1.000376	0.954856	0.954884	120	0.000000	0.936000	5.000000
12	16	1	0.914808	-0.011000	0.290720	-0.000127	0.000001	1.000211	0.956533	0.956456	120	0.000000	0.938000	5.000000
12	17	1	0.919759	-0.009000	0.282040	0.000057	-0.000000	0.999841	0.959071	0.959041	120	-0.000000	0.942000	5.000000
12	18	1	0.920527	-0.011000	0.280593	-0.000046	0.000000	0.999505	0.959526	0.959441	120	0.000000	0.943000	5.000000
12	19	1	0.916725	-0.016000	0.287281	0.000127	-0.000002	0.999697	0.957491	0.957458	120	-0.000000	0.940000	5.000000
12	20	1	0.903708	-0.001000	0.309233	-0.000257	-0.000000	1.000708	0.950589	0.950636	120	0.000000	0.930000	5.000000
12	21	1	0.900832	-0.016000	0.313601	0.000166	-0.000002	1.000021	0.949057	0.949122	120	-0.000000	0.928000	5.000000
12	22	1	0.910306	-0.243000	0.298197	0.000006	-0.000001	0.999858	0.954027	0.954100	120	-0.000000	0.935000	5.000000
12	23	1	0.911160	0.009000	0.296714	0.000034	0.000000	0.999655	0.954529	0.954547	120	-0.000000	0.936000	5.000000
12	24	1	0.902567	0.040000	0.310891	0.000063	0.000003	1.000166	0.950165	0.950035	120	-0.000000	0.929000	5.000000
12	25	1	0.893537	0.003000	0.324946	-0.000161	-0.000001	1.000066	0.945312	0.945271	120	0.000000	0.923000	5.000000
12	26	1	0.888453	-0.006000	0.332574	0.000222	-0.000001	0.999943	0.942608	0.942578	120	-0.000000	0.919000	5.000000
12	27	1	0.897630	-0.032000	0.318616	-0.000037	0.000001	0.999994	0.947523	0.947433	120	0.000000	0.926000	5.000000
12	28	1	0.901643	-0.019000	0.312444	-0.000102	0.000002	1.000433	0.949449	0.949549	120	0.000000	0.928000	5.000000
12	29	1	0.884940	-0.005000	0.337778	0.000115	-0.000000	0.999967	0.940634	0.940713	120	-0.000000	0.916000	5.000000
12	30	1	0.888699	-0.007000	0.332379	-0.000140	0.000001	1.000461	0.942673	0.942708	120	0.000000	0.919000	5.000000
12	31	1	0.907127	0.001000	0.303470	0.000388	0.000001	0.999972	0.952491	0.952432	120	-0.000000	0.933000	5.000000
12	32	1	0.918914	-0.009000	0.283632	-0.000164	0.000001	1.000226	0.958603	0.958600	120	0.000000	0.941000	5.000000
12	33	1	0.906843	-0.004000	0.303899	-0.000170	0.000000	0.999859	0.952276	0.952283	120	0.000000	0.933000	5.000000
12	34	1	0.885312	-0.017000	0.337227	-0.000085	0.000001	0.999956	0.940926	0.940910	120	0.000000	0.916000	5.000000
12	35	1	0.900016	0.011000	0.314942	-0.000034	-0.000000	1.000188	0.948738	0.948692	120	0.000000	0.927000	5.000000
12	36	1	0.900866	0.009000	0.313602	0.000095	0.000001	1.000192	0.949088	0.949139	120	-0.000000	0.928000	5.000000
12	37	1	0.902097	0.549000	0.311584	0.000003	0.000002	0.999986	0.949679	0.949788	120	-0.000000	0.929000	5.000000
12	38	1	0.905608	0.515000	0.305806	-0.000001	-0.000000	0.999531	0.951699	0.951635	120	0.000000	0.932000	5.000000
12	39	1	0.889514	0.003000	0.330974	0.000059	0.000000	0.999899	0.943167	0.943140	120	-0.000000	0.920000	5.000000
12	40	1	0.895016	0.015000	0.322631	0.000076	0.000001	0.999909	0.945998	0.946053	120	-0.000000	0.924000	5.000000
12	41	1	0.903885	-0.015000	0.308731	0.000119	-0.000001	1.000001	0.950629	0.950729	120	-0.000000	0.930000	5.000000
12	42	1	0.897838	-0.015000	0.318296	0.000100	-0.000001	1.000008	0.947539	0.947543	120	-0.000000	0.926000	5.000000
12	43	1	0.863003	-0.059000	0.368677	0.000027	-0.000001	1.000246	0.928992	0.928979	120	-0.000000	0.899000	5.000000
12	44	1	0.899524	0.010000	0.315567	-0.000032	-0.000000	0.999718	0.948429	0.948432	120	0.000000	0.927000	5.000000
12	45	1	0.900407	0.002000	0.314234	-0.000095	-0.000000	0.999899	0.948936	0.948898	120	0.000000	0.928000	5.000000
12	46	1	0.901574	-0.001000	0.312364	0.000207	0.000000	0.999824	0.949433	0.949513	120	-0.000000	0.929000	5.000000
12	47	1	0.905425	-0.002000	0.306190	-0.000530	-0.000000	0.999818	0.951442	0.951538	120	0.000000	0.932000	5.000000
12	48	1	0.903963	0.000000	0.308572	0.000192	0.000001	0.999896	0.950735	0.950770	120	-0.000000	0.930000	5.000000
13	1	1	0.898840	-0.006000	0.316736	0.000384	-0.000001	1.000023	0.947994	0.948072	120	-0.000000	0.926000	5.000000
13	2	1	0.897769	-0.009000	0.318357	0.000096	-0.000001	0.999862	0.947533	0.947507	120	-0.000000	0.926000	5.000000
13	3	1	0.929246	0.072000	0.264947	-0.000022	-0.000002	1.000229	0.963923	0.963974	120	0.000000	0.949000	5.000000
13	4	1	0.924572	0.018000	0.273494	-0.000102	-0.000002	0.999993	0.961489	0.961546	120	0.000000	0.946000	5.000000
13	5	1	0.930403	0.010000	0.262707	-0.000119	-0.000001	0.999987	0.964542	0.964574	120	0.000000	0.950000	5.000000
13	6	1	0.915061	-0.060000	0.290227	-0.000072	0.000004	1.000006	0.956615	0.956588	120	0.000000	0.939000	5.000000
13	7	1	0.918027	0.009000	0.285022	0.000156	0.000002	0.999677	0.958099	0.958137	120	-0.000000	0.941000	5.000000
13	8	1	0.915423	-0.004000	0.289700	-0.000183	0.000000	1.000323	0.956868	0.956778	120	0.000000	0.939000	5.000000
13	9	1	0.924972	-0.001000	0.272730	-0.000260	-0.000000	0.999853	0.961802	0.961754	120	0.000000	0.946000	5.000000
13	10	1	0.900626	-0.001000	0.313919	0.000117	0.000000	0.999994	0.949027	0.949013	120	-0.000000	0.928000	5.000000
13	11	1	0.882497	-0.014000	0.341542	0.000055	-0.000001	1.000545	0.939416	0.939413	120	-0.000000	0.914000	5.000000
13	12	1	0.912382	0.007000	0.294845	0.000297	0.000003	1.000263	0.955213	0.955187	120	-0.000000	0.936000	5.000000
13	13	1	0.896452	0.011000	0.320380	-0.000112	-0.000002	0.999796	0.946921	0.946812	120	0.000000	0.925000	5.000000
13	14	1	0.922026	0.002000	0.278166	0.000408	0.000002	1.000337	0.960268	0.960222	120	-0.000000	0.944000	5.000000
13	15	1	0.914536	0.012000	0.291231	-0.000173	-0.000002	1.000376	0.956296	0.956314	120	0.000000	0.938000	5.000000
13	16	1	0.918674	0.003000	0.284046	-0.000127	-0.000001	1.000211	0.958548	0.958475	120	0.000000	0.941000	5.000000
13	17	1	0.925755	0.006000	0.271298	0.000057	0.000000	0.999841	0.962179	0.962162	120	-0.000000	0.947000	5.000000
13	18	1	0.927671	-0.034000	0.267685	-0.000046	0.000001	0.999505	0.963233	0.963157	120	0.000000	0.948000	5.000000
13	19	1	0.926761	0.001000	0.269415	0.000127	0.000000	0.999697	0.962712	0.962684	120	-0.000000	0.947000	5.000000
13	20	1	0.915138	-0.004000	0.290300	-0.000257	0.000000	1.000708	0.956589	0.956629	120	0.000000	0.938000	5.000000
13	21	1	0.914795	-0.013000	0.290687	0.000166	-0.000002	1.000021	0.956400	0.956449	120	-0.000000	0.938000	5.000000
13	22	1	0.925535	0.155000	0.271705	0.000006	0.000001	0.999858	0.961994	0.962047	120	-0.000000	0.946000	5.000000
13	23	1	0.912273	-0.029000	0.294848	0.000034	-0.000001	0.999655	0.955121	0.955130	120	-0.000000	0.937000	5.000000
13	24	1	0.919832	0.002000	0.282004	0.000063	0.000000	1.000166	0.959174	0.959079	120	-0.000000	0.942000	5.000000
13	25	1	0.908548	-0.007000	0.301168	-0.000161	0.000001	1.000066	0.953219	0.953178	120	0.000000	0.934000	5.000000
13	26	1	0.900228	-0.004000	0.314530	0.000222	-0.000000	0.999943	0.948848	0.948804	120	-0.000000	0.928000	5.000000
13	27	1	0.897921	-0.060000	0.318163	-0.000037	0.000002	0.999994	0.947677	0.947587	120	0.000000	0.926000	5.000000
13	28	1	0.907612	-0.006000	0.302816	-0.000102	0.000000	1.000433	0.952590	0.952687	120	0.000000	0.933000	5.000000
13	29	1	0.899691	-0.015000	0.315383	0.000115	-0.000001	0.999967	0.948423	0.948520	120	-0.000000	0.927000	5.000000
13	30	1	0.902578	-0.012000	0.310965	-0.000140	0.000001	1.000461	0.950004	0.950041	120	0.000000	0.929000	5.000000
13	31	1	0.922184	-0.001000	0.277783	0.000388	0.000000	0.999972	0.960371	0.960304	120	-0.000000	0.944000	5.000000
13	32	1	0.930808	-0.003000	0.262005	-0.000164	0.000000	1.000226	0.964772	0.964784	120	0.000000	0.950000	5.000000
13	33	1	0.927855	-0.013000	0.267438	-0.000170	0.000002	0.999859	0.963246	0.963252	120	0.000000	0.948000	5.000000
13	34	1	0.892910	-0.039000	0.325865	-0.000085	0.000003	0.999956	0.944950	0.944939	120	0.000000	0.922000	5.000000
13	35	1	0.925500	0.077000	0.271858	-0.000034	-0.000003	1.000188	0.962079	0.962029	120	0.000000	0.946000	5.000000
13	36	1	0.926511	-0.023000	0.270008	0.000095	-0.000002	1.000192	0.962509	0.962554	120	-0.000000	0.947000	5.000000
13	37	1	0.929146	0.218000	0.265069	0.000003	0.000001	0.999986	0.963828	0.963922	120	-0.000000	0.949000	5.000000
13	38	1	0.930403	-0.261000	0.262588	-0.000001	0.000000	0.999531	0.964657	0.964574	120	0.000000	0.950000	5.000000
13	39	1	0.912435	0.010000	0.294649	0.000059	0.000001	0.999899	0.955230	0.955214	120	-0.000000	0.937000	5.000000
13	40	1	0.916277	-0.012000	0.288114	0.000076	-0.000001	0.999909	0.957186	0.957224	120	-0.000000	0.940000	5.000000
13	41	1	0.924491	-0.028000	0.273642	0.000119	-0.000003	1.000001	0.961404	0.961505	120	-0.000000	0.945000	5.000000
13	42	1	0.916892	-0.011000	0.287083	0.000100	-0.000001	1.000008	0.957540	0.957545	120	-0.000000	0.940000	5.000000
13	43	1	0.880850	-0.018000	0.343824	0.000027	-0.000000	1.000246	0.938496	0.938536	120	-0.000000	0.913000	5.000000
13	44	1	0.911773	-0.084000	0.295706	-0.000032	0.000003	0.999718	0.954861	0.954868	120	0.000000	0.936000	5.000000
13	45	1	0.913265	0.018000	0.293248	-0.000095	-0.000002	0.999899	0.955680	0.955649	120	0.000000	0.937000	5.000000
13	46	1	0.914181	0.006000	0.291674	0.000207	0.000002	0.999824	0.956077	0.956128	120	-0.000000	0.938000	5.000000
13	47	1	0.922051	-0.001000	0.277977	-0.000530	-0.000000	0.999818	0.960156	0.960235	120	0.000000	0.944000	5.000000
13	48	1	0.913046	-0.004000	0.293619	0.000192	-0.000000	0.999896	0.955522	0.955534	120	-0.000000	0.937000	5.000000
14	1	0	0.748555	0.791000	0.339925	1.890612	1.890000	0.684919	0.575768	0.865550	49	-0.000000	0.791000	6.000000
14	2	0	0.621354	0.651000	0.928986	4.648182	4.648182	1.523622	1.096520	0.791528	55	-0.000000	0.651000	6.000000
14	3	0	0.596949	0.662000	1.213695	5.431860	5.432326	1.934367	1.449900	0.772980	43	0.000000	0.662000	6.000000
14	4	0	0.820286	0.838000	0.644598	3.116875	3.117083	1.536630	1.332716	0.906546	48	0.000000	0.838000	6.000000
14	5	0	0.703865	0.743000	0.754115	3.776939	3.776531	1.400137	1.118771	0.839964	49	-0.000000	0.743000	6.000000
14	6	0	0.531693	0.610000	0.656360	3.405714	3.405714	0.969067	0.696994	0.729241	49	-0.000000	0.610000	6.000000
14	7	0	0.632475	0.684000	0.870521	5.819388	5.818776	1.450818	1.099588	0.796204	49	-0.000000	0.684000	6.000000
14	8	0	0.777955	0.804000	0.422508	4.365957	4.366170	0.906325	0.763634	0.882941	47	0.000000	0.804000	6.000000
14	9	0	0.985243	0.968000	0.093675	3.938438	3.939062	0.783471	0.758991	0.992888	32	0.000000	0.968000	6.000000
14	10	0	0.574416	0.637000	1.037671	3.676364	3.676909	1.605283	1.170326	0.758474	55	0.000000	0.637000	6.000000
14	11	0	0.749295	0.783000	0.630253	3.209184	3.209388	1.271775	1.054118	0.866433	49	0.000000	0.783000	6.000000
14	12	0	0.760570	0.779000	0.446101	2.475833	2.475625	0.921331	0.754044	0.873867	48	-0.000000	0.779000	6.000000
14	13	0	0.477743	0.551000	0.581277	2.671667	2.671250	0.812855	0.547597	0.691418	48	-0.000000	0.551000	6.000000
14	14	0	0.522144	0.582000	2.231366	5.401273	5.401273	3.257666	2.234399	0.723577	55	-0.000000	0.582000	6.000000
14	15	0	0.822672	0.821000	1.030382	6.582000	6.582364	2.469418	2.089867	0.909191	55	0.000000	0.821000	6.000000
14	16	0	0.856292	0.878000	0.770393	5.065357	5.064821	2.050619	1.853406	0.925617	56	-0.000000	0.878000	6.000000
14	17	0	0.727905	0.781000	1.407584	5.480727	5.480545	2.723317	2.280407	0.853322	55	-0.000000	0.781000	6.000000
14	18	0	0.462135	0.529000	1.319400	4.228214	4.228036	1.815317	1.187946	0.680298	56	-0.000000	0.529000	6.000000
15	1	0	0.881065	0.913000	1632.262547	3500.000000	3499.999792	4943.444511	4640.169045	0.938651	12	-0.000000	0.913000	7.000000
15	2	0	0.754782	0.814000	1950.661756	3690.500000	3690.497533	4114.336763	3574.482363	0.868782	12	-0.000000	0.814000	7.000000
15	3	0	0.552156	0.757000	1613.623696	3688.000000	3284.763425	2577.714824	2507.422318	0.784558	8	-10.900000	0.732000	7.000000
15	4	0	0.783815	0.838000	1628.178091	3580.600000	3580.595360	3691.198938	3267.946704	0.885333	10	-0.000000	0.838000	7.000000
15	5	0	0.911628	0.936000	1082.213395	3938.636364	3938.648091	3818.132614	3645.503109	0.954792	11	0.000000	0.936000	7.000000
15	6	0	0.721923	0.787000	2174.422612	4949.727273	4949.727436	4324.719369	3674.571707	0.849661	11	0.000000	0.787000	7.000000
15	7	0	0.632653	0.768000	1987.436191	3893.250000	3543.623633	3424.909504	3101.182218	0.808364	12	-9.000000	0.763000	7.000000
15	8	0	0.886605	0.917000	714.186023	2027.250000	2027.248958	2215.177486	2085.805965	0.941597	12	-0.000000	0.917000	7.000000
15	9	0	0.787368	0.841000	969.931348	2172.181818	2172.176045	2206.090561	1957.512253	0.887338	11	-0.000000	0.841000	7.000000
15	10	0	0.784746	0.839000	1512.237816	3811.500000	3811.496340	3435.759280	3043.603939	0.885859	10	-0.000000	0.839000	7.000000
15	11	0	0.865639	0.906000	1083.090836	3077.437500	3057.553731	3051.708876	2859.765704	0.930446	16	-0.600000	0.906000	7.000000
15	12	0	0.668351	0.742000	1147.340045	2592.363636	2592.360736	2089.531348	1708.248367	0.817527	11	-0.000000	0.742000	7.000000
15	13	0	0.545786	0.631000	1314.891786	2601.090909	2601.087018	2046.238083	1511.707763	0.738773	11	-0.000000	0.631000	7.000000
15	14	0	0.800710	0.851000	1268.640530	2797.916667	2797.913658	2968.178213	2655.941837	0.894824	12	-0.000000	0.851000	7.000000
15	15	0	0.948864	0.963000	752.750392	2872.230769	2872.230885	3464.734072	3374.986588	0.974097	13	0.000000	0.963000	7.000000
15	16	0	0.821543	0.868000	1242.383081	2760.923077	2760.922762	3061.041448	2774.467265	0.906390	13	-0.000000	0.868000	7.000000
15	17	0	0.945160	0.961000	626.149434	2890.800000	2890.799367	2767.651743	2690.692898	0.972193	15	-0.000000	0.961000	7.000000
15	18	0	0.796154	0.855000	1167.299499	2422.357143	2386.935550	2683.019470	2424.215650	0.892449	14	-1.500000	0.855000	7.000000
15	19	0	0.903466	0.930000	702.367304	3220.090909	3220.090882	2370.939453	2253.597540	0.950508	11	-0.000000	0.930000	7.000000
15	20	0	0.837170	0.880000	1254.172483	3471.076923	3471.072369	3234.972706	2959.910988	0.914970	13	-0.000000	0.880000	7.000000
15	21	0	0.817972	0.855000	1146.234904	2305.750000	2054.690275	2872.102503	2776.758134	0.910947	8	-10.900000	0.871000	7.000000
15	22	0	0.692257	0.762000	2363.699056	2513.818182	2513.773809	4468.839040	3718.143572	0.832020	11	-0.000000	0.762000	7.000000
15	23	0	0.697749	0.767000	1687.222145	3233.222222	3233.224944	3255.099721	2719.020660	0.835313	9	0.000000	0.767000	7.000000
15	24	0	0.894263	0.923000	1603.152892	5719.333333	5719.334758	5149.389467	4869.545485	0.945655	12	0.000000	0.923000	7.000000
15	25	0	0.931923	0.951000	460.338976	1684.500000	1684.499937	1886.139671	1820.806711	0.965362	8	-0.000000	0.951000	7.000000
15	26	0	0.668628	0.742000	445.982017	512.300000	512.299960	816.654292	667.775598	0.817697	10	-0.000000	0.742000	7.000000
15	27	0	0.962328	0.973000	967.019760	4393.333333	4393.333822	5284.481905	5183.987777	0.980983	9	0.000000	0.973000	7.000000
15	28	0	0.931747	0.954000	1415.157255	4541.000000	4502.366220	5709.822278	5543.643360	0.965313	10	-0.900000	0.954000	7.000000
15	29	0	0.934684	0.956000	1110.401015	3545.222222	3491.526011	4608.359165	4496.292602	0.966909	9	-1.500000	0.957000	7.000000
15	30	0	0.862177	0.899000	1522.336068	4556.916667	4556.949500	4282.959331	3976.936287	0.928535	12	0.000000	0.899000	7.000000
15	31	0	0.706876	0.775000	1265.121335	2048.444444	2048.444300	2478.463945	2083.790974	0.840759	9	-0.000000	0.775000	7.000000
15	32	0	0.661825	0.736000	511.475699	768.500000	768.499983	918.646089	747.342441	0.813526	12	-0.000000	0.736000	7.000000
15	33	0	0.888217	0.919000	1633.549758	4326.500000	4326.500460	5150.195234	4853.815735	0.942453	10	0.000000	0.919000	7.000000
15	34	0	0.929073	0.949000	1163.700255	3491.545455	3491.545891	4582.820973	4417.310044	0.963885	11	0.000000	0.949000	7.000000
15	35	0	0.852060	0.891000	1346.622423	2861.625000	2861.623512	3742.814981	3454.892864	0.923071	8	-0.000000	0.891000	7.000000
15	36	0	0.824208	0.870000	1702.631220	3745.100000	3745.099400	4280.551793	3886.193489	0.907859	10	-0.000000	0.870000	7.000000
15	37	0	0.849174	0.889000	1621.607769	3068.000000	3067.992258	4361.152496	4018.858519	0.921506	12	-0.000000	0.889000	7.000000
15	38	0	0.672788	0.757000	1525.296820	2303.400000	2240.257590	2810.726328	2354.831471	0.820755	10	-2.700000	0.757000	7.000000
15	39	0	0.732652	0.796000	1568.126536	3049.000000	3049.013869	3156.627604	2701.866053	0.855951	13	0.000000	0.796000	7.000000
15	40	0	0.740649	0.803000	1375.632930	2526.272727	2526.265000	2833.055456	2438.113353	0.860610	11	-0.000000	0.803000	7.000000
15	41	0	0.966947	0.976000	765.973767	3806.300000	3806.299770	4441.085079	4367.073478	0.983335	10	-0.000000	0.976000	7.000000
15	42	0	0.864675	0.901000	1161.331436	3685.545455	3685.542455	3311.029277	3078.866409	0.929879	11	-0.000000	0.901000	7.000000
15	43	0	0.791401	0.844000	1284.908774	3504.200000	3504.203520	2965.479530	2638.075324	0.889607	10	0.000000	0.844000	7.000000
15	44	0	0.744739	0.806000	1397.716329	2298.500000	2298.499064	2870.909578	2477.551250	0.862983	14	-0.000000	0.806000	7.000000
15	45	0	0.795535	0.847000	1563.724986	3104.909091	3104.915191	3626.995022	3234.995593	0.891928	11	0.000000	0.847000	7.000000
15	46	0	0.834148	0.877000	1923.285057	4871.090909	4871.102791	4953.127506	4523.866552	0.913317	11	0.000000	0.877000	7.000000
15	47	0	0.879670	0.912000	1105.229398	2746.187500	2746.170437	3290.640793	3086.284051	0.937907	16	-0.000000	0.912000	7.000000
15	48	0	0.928934	0.949000	1009.781693	3158.538462	3158.537777	3942.554705	3799.881493	0.963812	13	-0.000000	0.949000	7.000000
15	49	0	0.753943	0.814000	1896.654637	2978.384615	2978.383446	3979.713422	3455.590093	0.868299	13	-0.000000	0.814000	7.000000
15	50	0	0.875660	0.909000	1499.623726	5055.200000	5055.201260	4482.855707	4194.907929	0.935767	10	0.000000	0.909000	7.000000
15	51	0	0.714169	0.781000	2299.939009	4167.583333	4167.583042	4493.203584	3797.158605	0.845085	12	-0.000000	0.781000	7.000000
15	52	0	0.903354	0.930000	1419.602025	5542.500000	5542.501721	4738.777914	4503.967997	0.950449	14	0.000000	0.930000	7.000000
15	53	0	0.777393	0.833000	2066.285429	5318.750000	5318.751558	4574.197100	4033.114930	0.881699	12	0.000000	0.833000	7.000000
15	54	0	0.834593	0.878000	1707.008755	4742.583333	4742.594433	4383.818955	4004.960406	0.913560	12	0.000000	0.878000	7.000000
15	55	0	0.683334	0.755000	1802.349421	3293.230769	3293.224623	3333.646731	2755.719112	0.826640	13	-0.000000	0.755000	7.000000
15	56	0	0.689650	0.760000	1914.533847	3124.666667	3124.657113	3557.287764	2954.127887	0.830452	15	-0.000000	0.760000	7.000000
15	57	0	0.874943	0.915000	1594.417642	4238.000000	4179.811931	4692.760240	4444.247951	0.935543	13	-1.400000	0.916000	7.000000
15	58	0	0.963344	0.974000	946.130939	4464.888889	4464.888756	5241.464834	5144.502814	0.981501	9	-0.000000	0.974000	7.000000
15	59	0	0.706663	0.812000	1997.889965	4179.400000	3856.668880	3888.365072	3576.937195	0.848209	10	-7.700000	0.809000	7.000000
15	60	0	0.787858	0.841000	1079.059442	1753.800000	1753.799647	2425.008106	2152.470000	0.887613	15	-0.000000	0.841000	7.000000
15	61	0	0.704559	0.773000	722.915165	978.363636	978.364327	1394.917078	1170.865456	0.839380	11	0.000000	0.773000	7.000000
15	62	0	0.896582	0.925000	950.157306	3973.777778	3973.778133	3133.814001	2967.346149	0.946880	9	0.000000	0.925000	7.000000
15	63	0	0.581607	0.688000	1690.121004	2381.400000	2264.069700	2754.256512	2205.527439	0.764799	10	-4.900000	0.689000	7.000000
15	64	0	0.668890	0.773000	1848.106828	3503.636364	3291.480182	3368.506205	2937.801035	0.822048	11	-6.100000	0.772000	7.000000
15	65	0	0.917535	0.940000	1058.406893	3256.444444	3256.448111	3909.258245	3744.604012	0.957881	9	0.000000	0.940000	7.000000
15	66	0	0.732113	0.814000	2175.056676	4678.166667	4570.210367	4389.235217	3878.303438	0.856452	12	-2.300000	0.814000	7.000000
15	67	0	0.698901	0.768000	1739.505918	2770.727273	2770.734164	3324.815306	2779.545691	0.836003	11	0.000000	0.768000	7.000000
15	68	0	0.858161	0.896000	1355.560734	3532.444444	3532.444078	3817.664080	3536.600195	0.926370	9	-0.000000	0.896000	7.000000
15	69	0	0.580619	0.680000	1522.433065	2558.416667	2500.048650	2455.434176	1932.178986	0.762770	12	-2.300000	0.680000	7.000000
15	70	0	0.615569	0.729000	1431.454399	2646.181818	2526.236236	2421.389594	2029.168425	0.787896	11	-4.500000	0.729000	7.000000
15	71	0	0.833412	0.877000	1204.721915	3351.000000	3350.989400	3082.894744	2814.431343	0.912914	12	-0.000000	0.877000	7.000000
15	72	0	0.792333	0.845000	1283.010905	3353.250000	3353.244217	2940.633856	2617.554716	0.890131	12	-0.000000	0.845000	7.000000
15	73	0	0.903676	0.930000	1200.762071	3224.300000	3224.301010	4078.203936	3876.818502	0.950619	10	0.000000	0.930000	7.000000
